,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
14,"""I suggest calling Bob Mueller & the 13 Angry Democrats to do a new Mueller Report, Democrat Edition,"" the president tweeted on Sunday.","Michael Bloomberg siguió siendo blanco de sus rivales presidenciales demócratas el jueves por la noche, cuando el exvicepresidente Joe Biden y la senadora Elizabeth Warren de Massachusetts criticaron duramente al exalcalde de la ciudad de Nueva York durante l…",0.0,113.0,23.0,4.0,9.0,2.0,23.0,4.913043478260869,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-109.0,-16.0,1.0,-17.0,1.0,-16.0,-0.78,0.0,0.0,0.0,0.0,0.0,-11.0,-6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,16.98,1.74,1.38,0.65,0.04,-3.38,0.21,0.07,4.01,0.0,1.1,-0.66,2.55,-0.83,-0.05,-0.02,0.16,-0.03,0.24,-0.03,0.0,2.55,-0.02,-0.02,0.24
15,"Joe Biden’s chances of becoming president took a big hit with his fifth place finish in New Hampshire. At that moment, Sen. Amy Klobuchar’s chances were revived. The candidate who could, but didn’t until now, Klobuchar finished a strong third, crowding the bo…",Aumentan los homicidios de extranjeros en México en los últimos diez años. El coronavirus afecta a Coca-Cola. Muere el hombre más viejo del mundo. Esto es lo que debes saber para comenzar el día. Primero la verdad.,0.0,218.0,43.0,9.0,22.0,4.0,10.75,5.069767441860465,0.0,11.11111111111111,0.0,2.3255813953488373,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0,1.0,40.0,6.0,6.0,-1.0,-2.0,3.35,0.26,0.0,11.11,0.0,2.33,0.0,8.0,-5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,18.35,2.19,1.58,1.04,0.14,-3.89,0.19,0.06,3.94,0.0,1.06,-0.75,3.04,-0.83,-0.05,-0.03,0.13,-0.03,0.24,-0.03,0.0,3.04,-0.02,-0.02,0.24
16,"When Democratic presidential candidate Bernie Sanders suffered a heart attack in October, what upset his long-time supporter Craig Althof the most was the way it was covered by the media. In the opinion of 65-year-old Althof, who had a similar procedure to Sa…","Los seis principales aspirantes a la candidatura presidencial demócrata se reunieron para un debate el miércoles por la noche, solo días antes de las importantes asambleas partidarias de Nevada, y la atención estuvo puesta principalmente en el exalcalde de Nu…",0.0,218.0,43.0,7.0,14.0,2.0,21.5,5.069767441860465,0.0,28.57142857142857,0.0,2.3255813953488373,9.30232558139535,35.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,0.0,2.0,-3.0,3.0,2.0,-7.0,1.0,-18.5,-0.46,0.0,28.57,0.0,2.33,9.3,3.0,-7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,19.55,2.59,1.63,0.91,0.11,-3.7,0.16,0.06,4.91,0.0,1.03,-0.28,3.23,-0.83,-0.05,0.02,0.11,-0.03,0.3,-0.03,0.0,3.23,-0.02,-0.02,0.3
17,"A political committee linked to Senate Majority Leader Mitch McConnell is funding ads and other campaign materials designed to meddle in North Carolina's Democratic Senate primary, the group acknowledged on Friday. Campaign finance documents filed late Thursd…","[OPINIÓN] ""Esto no es lo que somos como estadounidenses. Los inmigrantes no son 'cargas' para el público estadounidense como el gobierno de Trump quiere que creas"", asegura el representante demócrata Eric Swalwell sobre la nueva regla de carga pública.",0.0,224.0,37.0,7.0,19.0,2.0,18.5,6.054054054054054,0.0,14.285714285714285,0.0,0.0,2.7027027027027026,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,10.0,-2.0,3.0,-5.0,-1.0,-1.0,0.57,0.0,14.29,0.0,0.0,2.7,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.96,2.61,1.68,1.07,0.08,-3.7,0.2,0.05,4.98,0.0,0.87,-0.24,3.29,-0.83,-0.05,0.02,0.09,-0.03,0.25,-0.03,0.0,3.29,-0.02,-0.02,0.25
18,"(Bloomberg) -- Joe Biden brushed off weak showings in the first two 2020 Democratic nominating contests and vowed to be the party’s presumptive front-runner by the end of March.“Bill Clinton lost his first eight, 10, 12 primaries and caucuses before he won on…","Aunque aún es muy temprano para saber quién será el candidato demócrata a la presidencia de Estados Unidos, lo que sí sabemos es que seguramente será un candidato hombre, blanco, mayor de 70 años, que se enfrentará a Trump, que también es un hombre blanco may…",0.0,218.0,43.0,6.0,15.0,2.0,22.0,5.069767441860465,0.0,16.666666666666664,0.0,2.3255813953488373,4.651162790697675,36.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,2.0,3.0,-3.0,4.0,-17.0,1.0,-24.0,0.4,0.0,16.67,0.0,2.33,4.65,7.0,-5.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,21.9,2.94,1.67,1.0,0.05,-3.52,0.18,0.04,5.16,0.0,0.85,-0.09,3.51,-0.83,-0.05,0.01,0.33,-0.03,0.3,-0.03,0.0,3.51,-0.02,-0.02,0.3
19,"Pete Buttigieg, the 38-year-old former mayor of South Bend, Indiana who for a brief moment was imagined as the 2020 Democratic presidential nominee, has formally announced his exit from the race, ending a campaign that briefly rivalled sitting senators and a …",Este es el momento para la pregunta definitiva sobre el movimiento de Bernie Sanders: ¿está Estados Unidos preparado para un presidente socialista democrático?,0.0,219.0,42.0,7.0,14.0,1.0,42.0,5.214285714285714,0.0,14.285714285714285,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,1.0,82.0,19.0,6.0,-2.0,0.0,19.0,-0.74,-1.0,14.29,0.0,0.0,0.0,17.0,-4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,22.8,3.19,1.72,0.89,-0.02,-2.36,0.17,0.04,5.21,0.0,0.71,-0.2,3.7,-0.83,-0.05,-0.0,0.35,-0.03,0.3,-0.03,0.0,3.7,-0.02,-0.02,0.3
20,"It isn’t just Bernie Sanders' supporters who say there’s no path to the nomination for Elizabeth Warren. It’s not sexism, either. It’s math.","Ahead of the Nevada caucuses, Culinary Union members voice concern over what Sen. Bernie Sanders' ""Medicare for All"" proposal could mean for them.",0.0,118.0,23.0,5.0,11.0,4.0,7.666666666666667,5.130434782608695,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-6.0,0.0,3.0,-3.0,1.0,-3.83,-0.26,0.0,0.0,0.0,0.0,-4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2.51,1.66,0.65,0.05,-2.94,0.15,0.03,4.57,0.0,0.59,-0.29,3.16,-0.83,-0.05,-0.01,0.32,-0.03,0.26,-0.03,0.0,3.16,-0.02,-0.02,0.26
21,(Bloomberg) -- Bernie Sanders on Monday unveiled a $1.5 trillion proposal for free universal child care and pre-kindergarten programs that would be funded through a tax on “extreme wealth.”The idea of universal child care has been a staple of the Vermont sena…,"The Trump administration wants to slash billions of dollars in federal support from Medicaid, food stamps and other safety net programs for the poor, while largely sparing the Medicare program that benefits seniors.",0.0,219.0,42.0,7.0,17.0,3.0,14.666666666666666,5.214285714285714,0.0,28.57142857142857,0.0,2.380952380952381,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,36.0,9.0,4.0,2.0,1.0,-18.33,-0.33,0.0,28.57,0.0,-3.68,-3.03,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,19.76,2.76,1.7,0.7,0.08,-3.15,0.14,0.03,5.29,0.0,0.59,-0.38,3.03,-0.83,-0.05,-0.02,0.38,-0.03,0.21,-0.03,0.0,3.03,-0.02,-0.02,0.21
22,"U.S. Senator Bernie Sanders appears to have an early edge in the Nevada Democratic caucus with the largest share of initial support from Hispanics, union families and white college-educated women, according to polling agency Edison Research. Edison, which com…","Mike Bloomberg has vowed as a Democratic candidate for president to ""strengthen entitlement programs."" But when he was mayor of New York City, Bloomberg twice compared Social Security to a ""Ponzi scheme"" and repeatedly said cuts to that program as well as Med…",0.0,222.0,39.0,5.0,18.0,4.0,10.0,5.6923076923076925,0.0,0.0,0.0,2.564102564102564,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,4.0,-4.0,-1.0,1.0,2.0,-12.0,0.62,0.0,-16.67,0.0,0.24,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,20.76,2.85,1.65,0.79,0.14,-3.55,0.16,0.03,4.7,0.0,0.6,-0.45,3.17,-0.83,-0.05,-0.02,0.35,-0.03,0.17,-0.03,0.0,3.17,-0.02,-0.02,0.17
23,"(Bloomberg) -- The Democratic presidential candidates have spent their summers at the Iowa State Fair and fall weekends at New Hampshire diners, trying to win over one voter at a time in the two early states that can make or break a campaign.Now, the campaign…","As Democrats push forward in the fight for the party's presidential nomination, one issue is at the top of voters' minds: Health care.",0.0,216.0,45.0,8.0,15.0,2.0,23.0,4.8,0.0,0.0,0.0,2.2222222222222223,4.444444444444445,37.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,1.0,104.0,22.0,6.0,5.0,0.0,0.0,-0.07,0.0,-50.0,0.0,-2.13,0.1,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,21.43,3.19,1.72,0.75,0.12,-3.37,0.13,0.02,4.16,0.0,0.59,-0.34,3.39,-0.83,-0.05,-0.03,0.41,-0.03,0.18,-0.03,0.0,3.39,-0.02,-0.02,0.18
24,"""Mike came out and I remember he said, 'Are you going to kill it?' And that stopped everything. And I couldn't believe it,"" the former employee said.","In a sign of Amy Klobuchar's determination to stop Bernie Sanders from becoming the Democratic presidential nominee, her campaign argued in a memo released Monday that the Minnesota senator is the moderate best positioned to beat him.",0.0,123.0,27.0,9.0,3.0,3.0,9.333333333333334,4.555555555555555,1.0,0.0,0.0,0.0,3.7037037037037033,23.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,2.0,0.0,2.0,-75.0,-10.0,2.0,-9.0,1.0,-27.67,-0.8,1.0,-14.29,0.0,-2.7,3.7,-7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-7.0,2.0,0.0,0.0,18.33,2.78,1.84,0.23,0.14,-3.75,0.1,0.06,3.67,0.0,0.49,-0.26,3.03,-0.83,-0.05,-0.03,0.38,0.05,0.22,-0.03,0.0,3.03,0.06,-0.02,0.22
25,"(Bloomberg) -- As if the Democratic presidential process weren’t complicated enough, the New Hampshire primary will have another wild card: independent voter...","Tuesday night's debate was a frenetic free-for-all, with six candidates all trying to knock Democratic presidential front-runner Bernie Sanders off the course of claiming the party's nomination.",0.0,139.0,22.0,3.0,10.0,2.0,22.0,6.318181818181818,0.0,0.0,0.0,4.545454545454546,9.090909090909092,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-29.0,-5.0,-1.0,-1.0,0.0,-5.0,0.1,0.0,-25.0,0.0,4.55,1.68,-5.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,16.08,2.21,1.71,0.02,0.11,-3.62,0.13,0.05,3.21,0.0,0.57,0.01,2.58,-0.83,-0.05,-0.04,0.35,0.05,0.19,-0.03,0.0,2.58,0.06,-0.02,0.19
26,"(Bloomberg Opinion) -- Joe Biden’s Super Tuesday victory was monumental — and dangerously incomplete. Biden did better than just about anyone anticipated, do...","Former Chicago Mayor Rahm Emanuel on Tuesday said there is a sense of ""panic"" in the Democratic Party as Vermont Sen. Bernie Sanders racks up wins in the Democratic primary.",0.0,139.0,23.0,5.0,11.0,3.0,11.5,6.0,0.0,20.0,0.0,13.043478260869565,4.3478260869565215,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-5.0,-7.0,2.0,-3.0,0.0,-3.5,1.2,0.0,-13.33,0.0,9.71,1.01,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,14.0,1.72,1.66,-0.14,0.13,-3.88,0.16,0.05,3.53,0.0,0.97,0.09,2.24,-0.83,-0.05,-0.04,0.33,0.04,0.15,-0.03,0.0,2.24,0.06,-0.02,0.15
27,"ANN ARBOR, Michigan—After canceling events in Mississippi and Missouri in the hopes of avoiding an embarrassing loss in a state he carried in 2016, Sen. Bernie Sanders has pushed to make inroads with black voters in delegate-rich Michigan.But after scrapping …","Republican Sen. John Cornyn Wednesday blasted the socialist vision of Democratic presidential candidate Bernie Sanders and said it's critical Republicans keep control of the Senate to be a ""firewall"" against the Vermont senator's policies in case he's elected.",0.0,220.0,41.0,7.0,16.0,3.0,14.0,5.365853658536586,0.0,0.0,0.0,0.0,4.878048780487805,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,1.0,-3.0,3.0,0.0,0.0,0.0,-5.0,-0.5,0.0,-14.29,0.0,0.0,-0.39,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,14.96,1.9,1.69,-0.1,0.15,-4.04,0.15,0.05,3.11,0.0,0.87,0.19,2.42,-0.83,-0.05,-0.04,0.34,0.04,0.16,-0.03,0.0,2.42,0.06,-0.02,0.16
28,"(Bloomberg) -- Michael Bloomberg, whose rise in the polls has rattled the Democratic presidential field, will face rivals eager to take him on in person for the first time on a debate stage, injecting a new, untested candidate into what had become almost rout…","President Donald Trump has repeatedly promised middle class Americans fresh tax cuts if he wins a second four-year term in office in November, a pledge that might clash with his efforts to reduce yawning federal deficits.",0.0,217.0,44.0,8.0,12.0,1.0,44.0,4.931818181818182,0.0,0.0,0.0,2.272727272727273,4.545454545454546,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,31.0,8.0,1.0,-1.0,-1.0,8.0,-0.23,0.0,0.0,0.0,-6.06,1.77,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,-1.0,15.75,2.18,1.76,-0.21,0.09,-3.15,0.14,0.04,2.72,0.0,0.85,0.26,2.56,-0.83,-0.05,-0.05,0.32,0.04,0.17,-0.03,0.0,2.56,0.05,-0.02,0.17
29,Bernie Sanders isn't even my favorite senator running for the 2020 nomination. But I see his potential to unite the Democratic Party and oust Trump.,"Former President Barack Obama is intentionally staying on the sidelines of the Democratic primary fight, though you may not know it from all of those campaign ads in which he is playing a starring role.",0.0,124.0,25.0,4.0,7.0,3.0,12.5,4.96,0.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23.0,2.0,0.0,1.0,-44.0,-10.0,-2.0,-2.0,1.0,-22.5,0.16,0.0,-33.33,0.0,4.0,0.0,-6.0,0.0,0.0,-1.0,1.0,1.0,-2.0,0.0,0.0,-6.0,2.0,0.0,-2.0,13.38,1.81,1.68,-0.48,0.11,-3.37,0.12,0.04,2.36,0.0,0.9,0.18,2.28,-0.83,-0.05,-0.05,0.33,0.07,0.17,-0.03,0.0,2.28,0.12,-0.02,0.17
30,"The good news for Democrats is that the chance that Bernie Sanders will be their nominee in the fall has receded. The bad news is that Joe Biden is no prize as a candidate, which adds urgency to the discussion about who can juice up his ticket as the vice-pre…","The influential Culinary Union said on Wednesday it has been ""viciously attacked"" after it distributed a flier criticizing Vermont Sen. Bernie Sanders' ""Medicare for All"" plan.",0.0,211.0,50.0,10.0,16.0,2.0,25.0,4.22,0.0,40.0,0.0,4.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0,0.0,2.0,60.0,24.0,4.0,5.0,-1.0,12.0,-1.59,0.0,23.33,0.0,0.15,-3.69,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.98,2.26,1.81,-0.44,0.09,-3.17,0.09,0.04,3.31,0.0,0.94,0.24,2.38,-0.83,-0.05,-0.05,0.31,0.07,0.21,-0.03,0.0,2.38,0.11,-0.02,0.21
31,Republicans are once again gearing up to attack the former vice president and his son Hunter over their dealings in Ukraine.,"Pete Buttigieg will begin airing a new television ad in South Carolina on Friday night that attacks Sen. Bernie Sanders by name over his ""Medicare for All"" health care plan.",0.0,104.0,21.0,3.0,7.0,2.0,21.0,4.9523809523809526,0.0,33.33333333333333,0.0,0.0,9.523809523809524,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,2.0,-40.0,-9.0,-1.0,-10.0,-1.0,6.0,0.15,0.0,33.33,0.0,0.0,6.19,-9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.0,0.0,0.0,1.0,11.19,1.78,1.7,-0.68,0.08,-3.11,0.07,0.03,3.99,0.0,0.85,0.46,2.07,-0.83,-0.05,-0.06,0.29,0.06,0.24,-0.03,0.0,2.07,0.11,-0.02,0.24
32,"DEARBORN, Mich. -- The second highest, hardest glass ceiling is pretty good too, right?With the Democratic presidential nominee all but certain to be a man, party activists, elected officials and voters are setting their sights on the biggest consolation priz…","Sen. Bernie Sanders has pitched himself as the most ambitiously pro-labor candidate in the Democratic primary. He has also centered his campaign on the promise of passing and implementing a ""Medicare for All"" single-payer health insurance system.",0.0,221.0,40.0,5.0,13.0,2.0,13.666666666666666,5.525,1.0,60.0,0.0,7.5,0.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,1.0,11.0,3.0,0.0,-1.0,-2.0,1.33,-0.15,1.0,60.0,0.0,2.09,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.12,1.91,1.67,-0.73,0.06,-3.28,0.08,0.06,5.44,0.0,1.0,0.38,2.29,-0.83,-0.05,-0.03,0.27,0.06,0.24,-0.03,0.0,2.29,0.11,-0.02,0.24
33,"For decades, the cliché about American political parties has gone that ""Republicans fall in line, while Democrats fall in love."" But for a significant portion of today's Democratic electorate, that is not the case. Joe Biden's campaign came back from the brin…",Bernie Sanders issued a warning on Thursday night in South Carolina: Don't believe everything you see on television.,0.0,219.0,42.0,6.0,15.0,3.0,14.333333333333334,5.214285714285714,0.0,16.666666666666664,0.0,4.761904761904762,4.761904761904762,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,120.0,24.0,2.0,6.0,1.0,-3.67,-0.29,0.0,16.67,0.0,4.76,-0.79,17.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,17.0,0.0,0.0,-1.0,12.94,2.09,1.66,-0.71,0.08,-3.41,0.08,0.06,5.53,0.0,1.05,0.45,2.35,-0.83,-0.05,-0.03,0.26,0.06,0.21,-0.03,0.0,2.35,0.1,-0.02,0.21
34,"House Speaker Nancy Pelosi has vowed to write her own federal spending plan, rejecting Donald Trump's latest budget proposal as ""heartless.""The Democratic leader, echoed by Senate Minority Leader Chuck Schumer, used a midday press conference to slam the presi…","Sen. Bernie Sanders on Tuesday night broke from Rep. Alexandria Ocasio-Cortez, who in a recent interview suggested that passing a watered down version of ""Medicare for All"" in a deeply divided Congress would still represent a major achievement for the Democra…",0.0,222.0,39.0,7.0,21.0,2.0,20.0,5.6923076923076925,0.0,0.0,0.0,0.0,5.128205128205128,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,0.0,0.0,2.0,2.0,-2.0,1.0,5.0,-1.0,6.33,0.33,0.0,0.0,0.0,-2.44,2.69,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,13.79,2.17,1.69,-0.53,0.06,-3.38,0.09,0.05,5.14,0.0,0.97,0.52,2.52,-0.83,-0.05,-0.04,0.24,0.06,0.25,-0.03,0.0,2.52,0.1,-0.02,0.25
35,Her comments highlight a possible pivot available to Bernie Sanders: Fight for sweeping change but accept modest reform from a polarized Congress.,"I spent a good chunk of time doing the math to come up with a bottom-line figure for all of Bernie Sanders' proposals -- not just ""Medicare for All"" but the Green New Deal, free college, universal pre-K and child care, and so on. The total? An estimated $50 t…",0.0,125.0,22.0,1.0,8.0,2.0,22.0,5.681818181818182,0.0,0.0,0.0,18.181818181818183,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-86.0,-28.0,-2.0,-8.0,0.0,5.33,1.46,-1.0,0.0,0.0,14.18,0.0,-20.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-20.0,-1.0,0.0,0.0,11.9,1.77,1.54,-0.71,0.05,-3.29,0.09,0.05,4.77,0.0,1.4,0.44,2.21,-0.83,-0.05,-0.04,0.22,0.05,0.22,-0.03,0.0,2.21,0.1,-0.02,0.22
36,"""Oh, we'll be cutting,"" he said at a Fox News town-hall event on Thursday. ""We're also going to have growth like you've never seen before.""","Sen. Elizabeth Warren savaged Sen. Amy Klobuchar's health care plan during Wednesday night's Democratic presidential debate as ""like a Post-it Note"" amid a forceful confrontation over her primary rival's approach to the cornerstone campaign issue.",0.0,115.0,25.0,9.0,5.0,3.0,8.666666666666666,4.6,0.0,11.11111111111111,0.0,4.0,0.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,-98.0,-10.0,8.0,-14.0,-1.0,-3.0,-1.49,0.0,11.11,0.0,-1.71,-14.29,-6.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-1.0,9.85,1.48,1.62,-0.97,0.06,-3.57,0.07,0.05,4.72,0.0,1.42,0.37,2.05,-0.81,-0.05,-0.02,0.21,0.05,0.22,-0.03,0.0,2.05,0.09,-0.02,0.22
37,"Former Vice President Joe Biden zeroed in this weekend on one of his top competitors, who many consider to have eclipsed him as the Democratic presidential frontrunner.In an interview set to air on NBC's Meet the Press on Sunday, Biden waded into a controvers…","The Culinary Union, Nevada's largest labor union and political organizing force, will not endorse a candidate ahead of the February 22 Democratic caucuses there, the union's leaders announced Thursday -- just days after it criticized Vermont Sen. Bernie Sande…",0.0,217.0,44.0,4.0,17.0,2.0,22.5,4.931818181818182,0.0,0.0,0.0,2.272727272727273,0.0,35.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,35.0,0.0,0.0,2.0,-5.0,5.0,0.0,-1.0,0.0,3.0,-0.76,0.0,0.0,0.0,-0.29,-2.56,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,10.59,1.7,1.57,-0.9,0.05,-3.47,0.06,0.04,4.38,0.0,1.39,0.31,2.16,-0.81,-0.05,0.01,0.22,0.05,0.25,-0.03,0.0,2.16,0.09,-0.02,0.25
38,(Bloomberg) -- Democratic front-runner Bernie Sanders on Monday defended comments he made to CBS’s “60 Minutes” praising Fidel Castro for literacy programs h...,"The latest in President Donald Trump's chaos: The New York Times reported Thursday that Trump edged out his acting Director of National Intelligence, Joseph Maguire, because Maguire briefed lawmakers on Capitol Hill about Russian meddling in the 2020 election…",0.0,138.0,23.0,5.0,13.0,2.0,23.0,6.0,0.0,0.0,0.0,4.3478260869565215,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,-84.0,-16.0,1.0,-7.0,1.0,-16.0,0.31,0.0,0.0,0.0,4.35,-2.56,-12.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,9.26,1.38,1.54,-0.93,0.04,-3.36,0.08,0.04,4.05,0.0,1.42,0.24,1.96,-0.81,-0.05,0.0,0.24,0.05,0.25,-0.03,0.0,1.96,0.09,-0.02,0.25
39,Former Senate Majority Leader Harry Reid on Wednesday said it was possible the crowded Democratic primary race was headed toward a contentious convention fight and downplayed the political dangers of a scenario many party leaders are dreading. “I don’t think …,Former Vice President Joe Biden said Monday that Sen. Bernie Sanders' democratic socialist label would hurt Democrats' chances of winning control of the Senate in the general election if the Vermont independent is the party's presidential nominee.,0.0,220.0,41.0,10.0,16.0,2.0,20.5,5.365853658536586,0.0,30.0,0.0,0.0,4.878048780487805,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,9.0,4.0,5.0,-2.0,-1.0,2.0,-0.34,0.0,10.0,0.0,-2.7,2.18,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,10.05,1.51,1.64,-0.89,0.03,-3.32,0.08,0.04,4.5,0.0,1.34,0.31,2.07,-0.81,-0.05,0.02,0.22,0.04,0.25,-0.03,0.0,2.07,0.08,-0.02,0.25
